text,label
uh what was the address the delivery guy sent,question
so who should i contact about the tickets,question
there's a crack on the wall near the school getting bigger,risk
priya hasn't picked up the phone since lunchtime,risk
the refund of half of it got credited today only,info
that was was a great match,ordinary
let me set a reminder to water the plants,task
listen could you find out the fees for the call,question
so the gym was empty today,ordinary
by the way how are you doing you know,ordinary
so how long does it take to reach the grocery store,question
by the way don't forget to book the tickets,task
the deadline for the invoice moved to this weekend,info
you know our booking at the metro station is confirmed for saturday right,info
the tickets finally got delivered to the metro station na,info
um the teacher got selected for the job,info
i have to drop the parcel at the bank tuesday na,task
how long does it it take to reach the grocery store,question
they announced a holiday on friday,info
oh nice na,ordinary
is the school open on friday or not,question
listen is there a way to reschedule the class actually,question
so what a boring day,ordinary
the landlord reached safely an hour ago,info
okay so let's move the meeting to next week,decision
by the way yeah,ordinary
what documents do they need at the restaurant you know,question
arre someone needs to sort this out you know,task
uh this tea is perfect only,ordinary
yeah i know right only,ordinary
how much did we pay for the assignment last time,question
i'm fine thanks only,ordinary
have to submit the laptop before the call,task
hey the brakes feel loose someone should check,risk
i'll transfer 2000 rupees to ankit by day after tomorrow,task
we agreed to keep the checkup at the service center itself,decision
actually did you watch the weather yesterday,ordinary
let me finish the invoice tonight and send it over actually,task
okay then friday lunchtime is locked for the party,decision
let's drop the idea of the wedding this month,decision
um let me finish the keys tonight and send it over,task
my brother is getting discharged friday morning,info
hey what documents do they need at the gym,question
the exam got postponed day after tomorrow,info
our booking at the grocery store is confirmed for sunday,info
arre have to submit the medicine before the wedding,task
arre they announced a holiday on wednesday,info
what a boring day only,ordinary
can you look up the number for the market right,question
arre should we take a cab or the metro to the gym,question
hey hey can somebody check the status of the charger,question
hey i'm secondguessing this whole plan,decision
uh does anyone know where i kept the invoice,question
anyway how was your day,ordinary
got the confirmation the keys ships thursday actually,info
fine let's not invite rahul then actually,decision
uh i think the wire is sparking,risk
okay so you take care of the report and i'll handle the rest yaar,task
is the clinic open on tomorrow or not,question
listen kids were playing near the main road again you know,risk
the ladder is shaky don't climb it alone actually,risk
um the coffee here is decent only,ordinary
i had biryani for for lunch na,ordinary
uh the gym was empty today today actually,ordinary
still have to confirm confirm the booking with the pharmacy,task
let's cut the budget for the documents by half of it,decision
uh okay then next week early morning is locked for the class na,decision
okay so i had biryani for lunch yaar,ordinary
you know the pharmacy is running a big sale till next week you know,info
um let's cancel the cab and take the train,decision
so so i miss home food,ordinary
hey should we take a cab or the metro to the office,question
actually need to book a cab for early morning,task
we're switching to the new plan from wednesday right,decision
did you notice the gas smells weird,risk
uh the appointment venue changed to the pharmacy,info
hey what was the address aunt seema sent,question
let's move the interview to tomorrow na,decision
okay so the dog did the funniest thing today right,ordinary
i will share the details with the delivery guy after the review,task
long time no see only,ordinary
by the way our neighbour texted that the class is happening at the office,info
the pressure pressure cooker whistle is stuck be careful,risk
um how are you doing you know,ordinary
so oh nice you know,ordinary
results came and she passed with distinction yaar,info
uh should we take a cab or the metro to the market you know,question
you know we decided to cancel the party,decision
actually there's water leaking near the switchboard,risk
sarah said the exam got postponed,info
can somebody check the status of the charger you know,question
what documents do they need at the service center right,question
do you know what time the gym closes only,question
okay so do you know what time the clinic closes,question
oh nice nice only,ordinary
so what time does the clinic open on next week,question
uh can you check when the party starts,question
arre we're postponing the wedding to saturday,decision
listen kids these days i tell you,ordinary
that actor is so good in that movie right,ordinary
okay so results came and she passed with distinction you know,info
listen let's drop the idea of the call this month,decision
uh the new timings for the grocery store are 4 pm to 4 pm,info
what documents do they need at the restaurant,question
hahaha good one yaar,ordinary
um street dogs near the pharmacy looked aggressive today,risk
hey did you see how crowded the gym was,ordinary
i'm fine thanks yaar,ordinary
ankit said the wire is sparking please look at it,risk
who should i contact about the presentation,question
we'll do the wedding first and return the library books after,decision
we are shifting the review from friday to day after tomorrow,decision
listen he's always late anyway only,ordinary
okay bye see you na,ordinary
i'm fine thanks actually,ordinary
don't eat that it's it's been out since tonight right,risk
hey can you find a good deal on the photos,question
okay so did you see how crowded the service center was,ordinary
our slot at the grocery store got moved to noon,info
can someone find out if the school is open thursday,question
actually results came and she passed with distinction you know,info
haha that's funny,ordinary
i'll call the plumber this evening about the photos,task
hey our neighbour's fever isn't coming down since this evening,risk
you know the ladder is shaky don't climb it alone,risk
so kids were were playing near the main road again,risk
let's book the restaurant before the prices go up up yaar,decision
listen first thing tuesday morning i'll send the email,task
we're postponing the call to tonight na,decision
the new timings for the gym are 9 am to 1030,info
the new timings for the office are noon to 8 pm,info
okay then this weekend 7 in the evening is locked for the wedding,decision
we still have to fix the tap,task
how are you doing right,ordinary
actually got the confirmation the presentation ships tonight,info
by the way can you find a good deal on the documents,question
make sure the laptop reaches priya by 8 pm you know,task
by the way that link the delivery guy forwarded looks like a scam,risk
we still have to submit the form na,task
we agreed to keep the checkup at the metro station itself,decision
actually oh nice only,ordinary
by the way we are shifting the wedding from monday to day after tomorrow,decision
so let's go ahead with aunt seema's suggestion right,decision
the checkup venue changed to the pharmacy,info
actually yeah yeah i know right,ordinary
our booking at the office is confirmed for this weekend you know,info
let's move the checkup to friday,decision
so careful the milk has gone bad,risk
need to book a cab cab for lunchtime,task
so did you watch the music yesterday,ordinary
arre cool cool,ordinary
first thing saturday morning i'll pick up the medicine,task
low balance alert came twice something's wrong wrong with the account,risk
you know what documents do they need at the airport,question
arre good morning everyone only,ordinary
you know okay bye see you,ordinary
nothing interesting on tv these days only,ordinary
um task for tonight is to return the library books,task
the delivery guy reached safely an hour ago,info
um note it down we must submit the form by thursday na,task
um the market is running a big sale till friday actually,info
uh don't eat that it's been out out since this weekend,risk
by the way is there a way to reschedule the appointment only,question
actually the geyser was on the whole night that's risky,risk
i'm supposed to send the laptop to sarah today,task
it's settled dad pays for the parcel this time,decision
uh i need to submit the form before early morning,task
just heard that the power will be cut actually,info
our booking at the market is confirmed for next week,info
so whom do we call if the market is shut,question
you know hey the stove is still on someone should check na,risk
they announced a holiday on this evening na,info
what documents do they need at the office,question
that actor is so good in the traffic,ordinary
can somebody check the status of the presentation na,question
uh watch out the wire is sparking,risk
okay so let's do the review at 530 instead,decision
my boss reached safely an hour ago,info
okay so the extension board is overheating unplug it you know,risk
hmm let me think na,ordinary
so that was a great match,ordinary
dr mehta shifted to the new place last week you know,info
uh i'll transfer the full amount to my boss by saturday right,task
actually who who should i contact about the charger,question
actually let's meet at 530 not noon,decision
what time does the gym open on saturday,question
news says the office metro line opens friday,info
the prices went went up again friday,info
the teacher said the door is unlocked please look at it,risk
actually what a a boring day,ordinary
you know fine let's not invite dad then,decision
got the confirmation the tickets ships next week right,info
uh what did the doctor say about the reports,question
first thing tonight morning i'll send the email,task
arre just heard that the train is running late right,info
where do we submit the assignment,question
so no way really,ordinary
the refund of of the full amount got credited today,info
by the way okay bye see you,ordinary
need to book a cab for 4 pm,task
so i'll call the teacher wednesday about the medicine,task
make sure the photos reaches the teacher by 530,task
let's do the interview at 8 pm instead,decision
let's do the flight at 7 in the evening instead only,decision
i'll call priya sunday about the medicine,task
part of me thinks this won't work right,decision
hey my back hurts from sitting all day only,ordinary
my brother said the tap is leaking badly please look at it,risk
moving the assignment to friday everyone okay with that done then,decision
moving the invoice to monday everyone okay with that done then,decision
hey what was the the address the teacher sent,question
hey i think the iron was left plugged in,risk
the documents finally got got delivered to the office,info
make sure the form reaches the delivery guy by 1030 right,task
actually the landlord got selected for the job,info
sarah said the gas smells weird please look at it,risk
that link dr mehta forwarded looks like a scam,risk
uh it's settled the landlord pays for the presentation this time,decision
um i'll follow up with the teacher about the call,task
did you notice the door is unlocked,risk
so okay then wednesday 7 in the evening is locked for the interview yaar,decision
okay so i have to drop the parcel at the restaurant this weekend right,task
insurance claim got approved for half of it it only,info
the strike is over buses are back from friday,info
is it possible to change the the date of the meeting,question
arre kids were playing near the main road again you know,risk
is it possible to change the date of the review,question
so nothing much just chilling,ordinary
the gym was empty today na,ordinary
hey the photos finally got delivered to the market,info
um i'll follow up with my brother about the class,task
listen who should i contact about the photos,question
arre we really need to address this at some point,task
um results came and she she passed with distinction,info
hey update my boss cleared the interview actually,info
street dogs near the restaurant looked aggressive today,risk
you know let's cut the budget for the rent by half of it,decision
actually what a boring day actually,ordinary
okay so nothing interesting on tv these days,ordinary
yeah i i know right,ordinary
we agreed to keep the meeting at the service center itself,decision
actually we're switching to the new plan from friday,decision
okay so what time does the market open on thursday,question
listen street dogs near the bank looked aggressive today,risk
hey what was the address mom sent,question
i'll follow up with dr mehta about the flight,task
by the way did anyone ask our neighbour about the assignment only,question
they announced a holiday on on day after tomorrow,info
okay so the strike is over buses are back from day after tomorrow,info
by the way the deadline for the medicine moved to sunday,info
arre okay final we're going with the cheaper option actually,decision
can someone find out if the office is open wednesday,question
i'm secondguessing this whole whole plan,decision
you know yeah yaar,ordinary
arre just heard that the exam got postponed,info
i need to pay the electricity bill before 9 am na,task
did anyone ask ankit about the photos,question
is the offer on the tickets still valid,question
someone has to recharge the phone before the trip,task
let's cut the budget for the form by the full amount,decision
um that actor is so good in the news right,ordinary
listen who should i contact about the presentation na,question
i'll pick up the rent from the market on my way back,task
we'll sort it out one of these days,task
uh what was the address aunt seema sent,question
just scrolling reels right,ordinary
hey the medicine expired last month don't take it right,risk
let's do the appointment at 1030 instead na,decision
the landlord said the flight got delayed,info
somebody should look into that soon,ordinary
um the food was really really good,ordinary
let's move the review to monday,decision
um let's book the bank before the prices go up,decision
rahul texted that the trip is happening at the school,info
you know fine let's not invite dr mehta then,decision
did you see how crowded the metro station was only,ordinary
we're not renewing the subscription anymore,decision
actually that link the plumber forwarded looks like a scam na,risk
so you take care of the form and i'll handle the rest,task
hey careful the floor is wet right,risk
uh i'm i'm fine thanks,ordinary
the interview venue changed to the service center,info
okay so scrap the old plan we start fresh from tonight,decision
listen the deadline for the form moved to tomorrow,info
arre good morning morning everyone,ordinary
um let me finish the medicine tonight and send it over,task
i have to drop the rent at the office tonight,task
so sarah shifted to the new place last week,info
i doubt that's going to go smoothly,decision
arre how long does it take to reach the metro station,question
what was the address aunt seema sent yaar,question
we agreed to keep the call at the airport itself right,decision
let's go ahead with my boss's suggestion,decision
listen someone has to collect the laundry before the appointment,task
so make sure the report reaches mom by early morning,task
the landlord increased the rent by 2000 rupees,info
that meme meme was hilarious,ordinary
someone needs needs to sort this out na,task
by the way does anyone know where i kept the rent actually,question
pending item is to recharge the phone don't let me forget,task
um the refund of the full amount got credited today,info
first thing wednesday morning i'll renew the insurance,task
uh the bank is running a big sale till thursday yaar,info
uh sarah said the meeting got cancelled,info
ankit reached safely an hour ago,info
okay so the food was really good yaar,ordinary
can someone find out if the clinic is open tomorrow only,question
by the way lol,ordinary
the grocery store is running a big sale till monday,info
hey whom do we call if the clinic is shut,question
hey news says the gym metro line opens thursday,info
so is the airport open on tuesday or not,question
what did the doctor say about the reports actually,question
uh let's go ahead with our neighbour's suggestion,decision
hey remind me to return the library books this evening na,task
you know don't eat that it's been out since wednesday,risk
that link dad forwarded looks like a scam right,risk
you know let's drop the idea of the interview this month,decision
uh kids these days i tell you right,ordinary
by the way how much did we pay for the tickets last time,question
hey i smell something burning from the kitchen,risk
i had biryani for lunch yaar,ordinary
actually how do we get to the grocery store from here,question
do you know what time the pharmacy closes,question
you know pending item is to renew the insurance don't let me forget,task
okay so okay then friday lunchtime is locked for the interview,decision
yeah actually,ordinary
hey did you see how crowded the office was,ordinary
the landlord hasn't picked up the phone since 8 pm only,risk
by the way we are shifting the wedding from saturday to tuesday,decision
what time does the restaurant open on monday,question
um i'm fine thanks actually,ordinary
you know moving the parcel to monday everyone okay with that done then,decision
actually the new phone looks nice nice though actually,ordinary
the presentation finally got delivered to the service center,info
listen i'm worried the teacher sounded really unwell on the call only,risk
i said i'd help the plumber with with the keys tuesday,task
arre arre i'll call mom this evening about the documents,task
listen our slot at the service center got moved to 8 pm,info
um lol,ordinary
by the way haha that's funny,ordinary
you know did anyone ask the delivery guy about the photos only,question
i'm supposed to send the laptop to the plumber today,task
could you you find out the fees for the interview,question
actually i i need to collect the laundry before lunchtime right,task
arre let me set a reminder to submit submit the form,task
okay so can you check when the wedding starts,question
actually scrap the old plan we start fresh from tuesday,decision
ankit said the stove is still on please look at it right,risk
uh task for this weekend is to pick up the medicine,task
let's go ahead with dad's suggestion,decision
i think the balcony railing is loose,risk
arre the strike is over buses are back from saturday,info
by the way low balance alert came twice something's wrong with the account right,risk
so okay final we're going with the cheaper option only,decision
so what a boring day you know,ordinary
let me set a reminder to pick up the medicine,task
that was a great match right,ordinary
hey instead of buying let's just rent the report,decision
task for this weekend is to fix the tap,task
by the way careful the gas smells weird actually,risk
actually results came and she passed with distinction,info
i'll follow up with mom about the interview,task
which bus goes to the grocery store,question
arre the flight venue changed to the bank,info
oh nice actually,ordinary
the traffic was crazy as usual actually,ordinary
um we decided to cancel the trip you know,decision
fine let's not invite the delivery guy then,decision
is the school open on saturday or not right,question
monsoon started early this year actually,ordinary
arre i smell something burning from the kitchen,risk
the medicine expired last month don't take it right,risk
hey the floor is wet someone should check,risk
i'm supposed to send the parcel to mom mom today,task
the extension board is overheating overheating unplug it yaar,risk
uh what documents do they need at the clinic,question
the traffic was crazy as usual only,ordinary
actually got the confirmation the invoice ships sunday,info
hey we're we're switching to the new plan from tonight,decision
the refund of 500 rupees got credited today,info
can you find a good deal on the medicine yaar,question
what time does the grocery store open on this weekend,question
so my boss's fever isn't coming down down since thursday yaar,risk
okay so we're switching to the new plan from this weekend yaar,decision
update ankit cleared the interview na,info
uh the landlord increased the rent by 500 rupees,info
you know let me set a reminder to return the the library books actually,task
we're switching to the new plan from sunday yaar,decision
let me set a reminder to water the plants you know,task
our neighbour's fever isn't coming down since wednesday,risk
arre where do we submit the presentation,question
do you know what time the service center closes you know,question
update dr mehta cleared the interview,info
have to submit the invoice before the checkup,task
update ankit cleared cleared the interview,info
instead of buying let's just rent the laptop,decision
fine let's not invite sarah then,decision
somebody has to deal with this at some point na,ordinary
he's always always late anyway,ordinary
actually note it down we must return the library books by monday,task
the inverter battery is swelling up don't touch it only,risk
should we take a cab or the metro to the school,question
so make sure the tickets reaches the teacher by 1030,task
uh the inverter battery is is swelling up don't touch it,risk
by the way somebody left the gate open all night right,risk
um actually let's meet at 9 am not 4 pm,decision
let me finish the parcel tonight and send it over,task
so let's cut the budget for the presentation by half of it,decision
hey let's go ahead with mom's suggestion,decision
by the way how do we get to the clinic from here,question
we agreed to keep the class at the airport itself na,decision
hey rahul's fever isn't coming down since friday,risk
so ankit said the stove is still on please please look at it,risk
hey is it possible to change the date of the class,question
we should hang out sometime right,ordinary
so did you notice the stove is still on,risk
hey could you find out the fees for the wedding,question
you know the food was really good only,ordinary
hey there's water leaking near the switchboard yaar,risk
uh final final call we're skipping the interview this time right,decision
i'll transfer a lot to the electrician by saturday,task
okay so watch out the milk has gone bad,risk
our neighbour hasn't picked up the phone since noon,risk
by the way the plumber reached safely an hour ago,info
you know the extension board is overheating unplug it,risk
you know sarah's fever isn't coming down since tuesday,risk
hey what documents do they need at the grocery store,question
actually i'll pick up the invoice from the pharmacy on my way back,task
my boss texted that the trip is happening at the pharmacy,info
the road is blocked thursday,info
i'm not totally sure this is the right call,decision
i'll follow up with mom about the checkup,task
someone needs to sort this out,ordinary
okay then this evening 4 pm is locked for the call,decision
first thing day after tomorrow morning i'll water the plants,task
actually how long does it take to reach the clinic,question
hey the deadline for the report moved to wednesday,info
instead of buying let's just rent the parcel,decision
listen moving the tickets to this weekend everyone okay with that done then only,decision
okay so where do we submit the medicine,question
let's book the service center before the prices go up,decision
news says the clinic metro line opens next week only,info
by the way that actor is so good in the music,ordinary
actually my back hurts from sitting all day,ordinary
uh my brother's fever isn't isn't coming down since tuesday,risk
okay bye see you right,ordinary
let's move the flight to day after tomorrow,decision
uh careful the wire is sparking,risk
arre did you watch the traffic yesterday,ordinary
can you check when the flight starts right,question
listen we're switching to the new plan from this evening,decision
is the gym open on wednesday or not,question
the keys finally got delivered to the airport,info
arre wah wah nice you know,ordinary
uh how do we get to the airport from here,question
so the teacher said the tap is leaking badly please look at it,risk
you know nothing interesting on tv these days you know,ordinary
insurance claim got approved for a lot,info
okay then monday noon is locked for the interview,decision
uh haha that's funny only,ordinary
uh the extension board is overheating overheating unplug it,risk
okay so how are you doing actually,ordinary
listen i'm worried rahul sounded really unwell on the call,risk
ankit hasn't picked up the phone since early morning,risk
okay so make sure the form reaches our neighbour by 4 pm,task
moving the medicine to saturday everyone okay with that done then,decision
you know is there a way to reschedule the review,question
uh need to book a cab for 9 am,task
nothing much just chilling yaar,ordinary
don't forget to pay the electricity bill,task
can you look up the number for the airport only,question
hey is the service center open on friday or not na,question
rahul's fever isn't coming down since this weekend,risk
our booking at the office is confirmed for this evening,info
what time does the bank open on thursday,question
got the confirmation the presentation ships friday,info
the class venue changed to the market,info
watch out the wire is sparking yaar,risk
actually okay then sunday 9 am is locked for the interview,decision
um i think the wire is sparking,risk
listen how long does it take to reach the metro station,question
um careful careful the stove is still on,risk
actually the ceiling fan is wobbling badly get it checked you know,risk
dr mehta said the wire is sparking please look at it,risk
um our booking at the gym is confirmed for thursday,info
actually let's meet at 4 pm not 8 pm,decision
by the way let's split the cost of the medicine,decision
dr mehta said the power will be cut,info
what time does the gym open on friday,question
you know the bike's tyre looks completely worn out na,risk
sarah texted that the flight is happening at the service center,info
arre need to book a cab for 7 in the evening,task
got the confirmation the assignment ships friday,info
uh what time does the service center open on day after tomorrow,question
listen did anyone ask sarah about the charger only,question
uh update my boss boss cleared the interview,info
we decided to cancel the checkup yaar,decision
let me finish the keys tonight and send it over,task
the office is running a big sale till next week,info
uh somebody has to deal with this at some point,ordinary
okay so need to book a cab for 4 pm,task
actually acha okay,ordinary
let's go ahead with ankit's suggestion right,decision
um my brother said the brakes feel loose please look at it,risk
okay bye see you,ordinary
my brother is getting discharged thursday morning,info
uh moving the parcel to tuesday everyone okay with that done then,decision
by the way don't eat that it's been out since tuesday,risk
listen nothing much just chilling,ordinary
can someone find out if the office is open day after tomorrow,question
let's move the the trip to this evening,decision
we are shifting the review from tuesday to tonight,decision
just scrolling reels yaar,ordinary
dad hasn't picked up the phone since early morning,risk
uh i'll call my my brother saturday about the rent actually,task
moving the presentation to friday everyone okay with that done then,decision
did you notice the iron was left plugged in only,risk
dr mehta shifted to the new place last week,info
arre the landlord increased the rent by 1200 actually,info
arre careful the gas smells weird,risk
let's cut the budget for the photos by 2000 rupees,decision
listen just heard that the power will be cut,info
the market is running a big sale till monday,info
you know cool cool right,ordinary
uh acha okay,ordinary
uh that link the electrician forwarded looks like a scam,risk
i said i'd help aunt seema with the keys wednesday,task
okay final we're going with the cheaper option yaar,decision
the deadline for the report moved to sunday actually,info
listen what's up,ordinary
let's drop the idea of the party this month,decision
arre wah nice na,ordinary
no way really,ordinary
i'll transfer 2000 rupees to the landlord by by saturday,task
um can you collect the laundry when you get time yaar,task
they announced a holiday on monday,info
our booking at the market is confirmed for tuesday,info
you know i had biryani for lunch,ordinary
actually let's go ahead with the landlord's suggestion na,decision
arre i've decided to quit and look for something better,decision
listen cool cool,ordinary
uh the coffee here is decent,ordinary
listen can you find a good deal on the presentation,question
my brother shifted to the new place last week,info
okay so we are shifting the party from tonight to this evening na,decision
we are shifting the flight from next week to tuesday,decision
you know somebody left the gate open all all night only,risk
we're postponing the call to monday,decision
we're switching to the new plan from next week na,decision
uh we really need to address this at some point,task
arre let's move the review to tomorrow,decision
hey the traffic was crazy as usual,ordinary
let's split the cost of the photos right,decision
actually just heard that the exam got postponed actually,info
monsoon monsoon started early this year,ordinary
the keys finally got delivered to the market,info
okay so that actor is so good in the traffic,ordinary
um i think the tap is leaking badly,risk
listen i had biryani for lunch yaar,ordinary
the market is running a big sale till next week,info
arre i will share the details with priya after the party,task
the restaurant is running a big sale till tuesday,info
the electrician's fever isn't coming down since next week,risk
so the ladder is shaky don't climb it alone,risk
by the way our booking at the the restaurant is confirmed for friday,info
listen what time does the restaurant open on tuesday,question
arre let's book the market before the prices go up,decision
our slot at the bank got moved to 7 in the evening na,info
hmm let me me think,ordinary
so dad confirmed the meeting is at noon,info
i need to recharge the phone before 8 pm,task
it's settled the landlord pays for the photos this time,decision
actually priya reached safely an hour ago,info
arre what was the address the delivery guy sent,question
street dogs near the office looked aggressive today,risk
uh make sure the rent reaches sarah by 1030,task
there's a crack on the wall near the pharmacy getting bigger,risk
arre you take care of the parcel and i'll handle the rest,task
moving the laptop to thursday everyone okay with that done then,decision
so our slot at the gym got moved to 8 pm actually,info
hey the iron was left plugged in someone should check na,risk
remind me to fix the tap next week,task
can someone find out if the bank is open friday,question
dr mehta texted that the party is happening at the grocery store only,info
by the way dad hasn't picked up the phone since noon,risk
just scrolling reels reels only,ordinary
so this tea is perfect,ordinary
you know yeah i know right you know,ordinary
got the confirmation the charger ships tonight,info
um actually let's meet at lunchtime not 8 pm,decision
you know they announced a holiday on thursday,info
i'll transfer the full amount to aunt seema by saturday,task
i said i'd help the delivery guy with the presentation this weekend,task
the food food was really good,ordinary
listen long time no see yaar,ordinary
still have to confirm the booking with the office,task
arre no way way really,ordinary
so watch out the tap is leaking badly,risk
we'll deal with it eventually,ordinary
by the way i will share the details with mom after the review,task
how do we get to the office from here na,question
don't eat that it's been out since day after tomorrow,risk
can you look up the number for the gym,question
remind me to return the library books tuesday only,task
so how many people are coming to the appointment,question
can someone find out if the service center is open sunday right,question
don't forget to pick up the medicine medicine only,task
i miss home food actually,ordinary
i smell something burning burning from the kitchen,risk
the class venue changed to the airport,info
whom do we call if the grocery store is shut only,question
actually can someone find out if the grocery store is open this evening right,question
how many people are coming to the review,question
the strike is over buses are back from tomorrow right,info
okay so the internet banking otp came without me doing anything,risk
we should probably fix this sometime,ordinary
listen the gym was empty today,ordinary
the invoice finally got delivered to the bank actually,info
arre make sure the medicine reaches the landlord by noon,task
i'll pick up the documents from the school on my way back,task
actually should we take a cab or the metro to the restaurant,question
does anyone know where i kept the photos yaar,question
actually whom do we call if the school is shut,question
the bike's tyre looks completely worn worn out,risk
how do we get to the airport from here right,question
is it possible to change the date of the appointment na,question
uh the medicine expired last month don't take it,risk
we're postponing the party to wednesday,decision
arre did anyone ask the teacher about the charger,question
the pressure cooker whistle is stuck be careful you know,risk
my boss texted that the flight is happening at the market right,info
did you watch the match yesterday,ordinary
the internet banking otp came without me doing anything,risk
by the way aunt seema said the school is closed,info
that meme was hilarious,ordinary
oh nice,ordinary
okay bye see you yaar,ordinary
task for this evening is to recharge the phone,task
the new timings for the service center are 530 to noon,info
by the way that meme was hilarious only,ordinary
moving the invoice to this weekend everyone okay with that done then,decision
um i'll get it done and update you by 8 pm,task
you take care of the charger and i'll handle the rest yaar,task
you know i love this this place right,ordinary
let me set a reminder to send the email,task
the teacher said the gas smells weird please look at it,risk
can someone find out if the service center is open open tomorrow yaar,question
by the way the office is running a big sale till monday na,info
arre i'll transfer more than expected to the electrician by saturday,task
the strike is over buses are back from day after tomorrow only,info
careful the balcony railing is loose,risk
you know the metro station is running a big sale till monday,info
moving the invoice to friday everyone okay okay with that done then,decision
kids were playing near the the main road again only,risk
arre let's cut the budget for the rent by half of it,decision
so let's go ahead with rahul's suggestion,decision
is it possible to change the date of the the trip,question
she sings really well only,ordinary
the delivery guy texted that the call is happening at the airport actually,info
i guess we'll figure something out,ordinary
you know should we take a cab or the metro metro to the pharmacy,question
arre the strike is over buses are back from monday,info
so can someone find out if the metro station is open this evening,question
i need to return the library books before 8 pm,task
so the extension board is overheating unplug it,risk
actually watch out the iron was left plugged in,risk
let's split the cost of the documents right,decision
the documents finally got delivered to the clinic,info
by the way nothing interesting on tv these days,ordinary
the gym was empty today actually,ordinary
news says the restaurant metro line opens sunday,info
how do we get to the school from here,question
we agreed to keep the call at the restaurant itself,decision
by the way the office is shifting to the new building tonight,info
update sarah cleared the interview,info
is the offer on the rent still valid,question
have to submit the assignment before before the appointment,task
we should probably fix this sometime na,task
actually our booking at the restaurant is confirmed for day after tomorrow,info
i'm worried ankit sounded really unwell on the call,risk
let's go go ahead with rahul's suggestion,decision
let's cut the budget for the assignment by 500 rupees,decision
hey the brakes feel loose loose someone should check,risk
my boss reached safely an hour ago na,info
so we'll get around to it i suppose,ordinary
hey i'm worried our neighbour sounded really unwell on the call,risk
actually the ladder is shaky don't climb it alone,risk
our neighbour is getting discharged wednesday morning,info
actually priya's fever isn't coming down since day after tomorrow,risk
by the way don't forget to book the tickets actually,task
is the service center open on friday or not,question
uh what a boring day,ordinary
um i will share the details with dad after the flight na,task
by the way not sure who's handling that but someone should,ordinary
what documents do they need at the grocery store,question
um i'll transfer half of it to aunt seema by sunday,task
we'll do the party first and pay the electricity bill after,decision
uh news says the clinic metro line opens friday,info
news says the airport metro line opens monday,info
okay then wednesday 530 is locked for the party actually,decision
arre fine let's not invite mom then,decision
uh she sings really well,ordinary
dr mehta is coming down saturday for the review,info
you know the ceiling fan is wobbling badly get it checked na,risk
aunt seema reached safely an hour ago,info
okay so is it possible to change the date of the trip you know,question
arre someone has to water the plants before the interview,task
so we'll get around to it i suppose,task
where do we submit the form you know,question
the ceiling fan is wobbling badly badly get it checked,risk
arre we'll sort it out one of these days,ordinary
the electrician hasn't picked up the phone since early morning,risk
i'll call the landlord thursday about the laptop,task
let's book the school before the prices go up,decision
actually need to book a cab for 9 am,task
hey the new phone looks nice though,ordinary
actually we still have to call the plumber,task
arre good morning everyone yaar,ordinary
arre scrap the old plan we start fresh from wednesday yaar,decision
the food was really good yaar,ordinary
actually how long does it take to reach the airport only,question
uh don't forget to pay the electricity bill,task
uh which bus goes to the metro station,question
aunt seema's fever fever isn't coming down since thursday actually,risk
what was the address sarah sent,question
actually i'm fine thanks,ordinary
that actor is so good in the news,ordinary
um let's move the wedding to this weekend,decision
who should i contact about the tickets right,question
arre the strike is over buses are back from sunday right,info
hey the wire is sparking sparking someone should check,risk
the bank is running a big sale till monday,info
i've decided to quit and and look for something better,decision
we are shifting the interview from monday to tomorrow na,decision
uh the the internet banking otp came without me doing anything yaar,risk
hey watch out the stove is still on,risk
actually let's meet at 8 pm not 4 pm,decision
someone has to pay the electricity bill before the party na,task
by the way there's a crack on the wall near the restaurant getting bigger actually,risk
by the way long time no see,ordinary
okay so i miss home food yaar,ordinary
let's move the meeting to this weekend,decision
listen let's drop the idea of the checkup this month,decision
uh okay bye see you,ordinary
need to book a cab for noon,task
actually aunt seema texted that the flight is happening at the office,info
uh can you look up the number for the gym only,question
so okay then day after tomorrow 7 in the evening is locked for the trip,decision
actually the refund of half of it got credited today you know,info
um the traffic was crazy as usual,ordinary
by the way can someone find out if the metro station is open tonight,question
she sings really well,ordinary
i'll send the invoice by this weekend,task
hey moving the form to next week everyone okay with that done then,decision
let's book the bank before the prices go up,decision
dr mehta said the meeting got cancelled yaar,info
okay so they announced a holiday on tuesday,info
let's move the meeting to tonight,decision
i'll get it done and update you by 8 pm right,task
we're postponing the interview to sunday,decision
the delivery guy got selected for the job,info
arre i had biryani for lunch na,ordinary
let's move the checkup to this evening only,decision
okay so i'll call the delivery guy tuesday about the form,task
let's cancel the cab cab and take the train,decision
arre arre don't eat that it's been out since day after tomorrow,risk
um we agreed to keep the interview at the bank itself,decision
i said i'd help the electrician with the charger tonight yaar,task
uh i'll get it done and update you by 8 pm,task
instead of buying let's just just rent the rent,decision
the inverter battery is swelling up don't touch touch it na,risk
somebody left the the gate open all night,risk
okay so the gym was empty today yaar,ordinary
rahul reached safely an hour ago,info
uh let's split the cost of the tickets,decision
update priya cleared the interview you know,info
you know the pressure cooker whistle is stuck be careful yaar,risk
okay so priya's fever isn't coming down since saturday,risk
okay so how do we get to the clinic from here,question
don't eat that it's been out since friday,risk
it's settled my boss pays for the parcel this time,decision
uh priya said the flight got delayed,info
